"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","WHEAT AREA (1000 ha)","SORGHUM AREA (1000 ha)","PEARL MILLET AREA (1000 ha)","MAIZE AREA (1000 ha)","FINGER MILLET AREA (1000 ha)","TOTAL AREA (1000 ha)"
"90","2002","11","Tamil Nadu","Madurai","73.1","0.0","51.3","13.0","0.0","0.7","138.1"
"90","2003","11","Tamil Nadu","Madurai","49.5","0.0","60.0","14.7","0.0","0.5","124.7"
"90","2004","11","Tamil Nadu","Madurai","98.04","0.0","71.02","14.54","0.0","0.3","183.9"
"90","2005","11","Tamil Nadu","Madurai","110.43","0.0","61.77","12.16","0.0","0.38","184.74"
"90","2006","11","Tamil Nadu","Madurai","100.16","0.0","52.27","11.62","0.0","0.31","164.35"
"90","2007","11","Tamil Nadu","Madurai","93.24","0.0","51.97","10.75","0.0","0.21","156.18"
"90","2008","11","Tamil Nadu","Madurai","101.92","0.0","46.44","10.42","0.0","0.0","158.0"
"90","2009","11","Tamil Nadu","Madurai","82.78","-1.0","45.43","10.8","-1.0","0.43","139.43"
"90","2010","11","Tamil Nadu","Madurai","94.77","-1.0","48.62","10.38","-1.0","0.1","153.86"
"91","1966","11","Tamil Nadu","Ramananthapuram","3.0","0.0","0.5","0.5","0.0","-1.0","4.0"
"91","1967","11","Tamil Nadu","Ramananthapuram","3.0","0.0","0.3","1.1","0.0","-1.0","4.4"
"91","1968","11","Tamil Nadu","Ramananthapuram","3.0","0.0","0.4","1.7","0.2","-1.0","5.3"
"91","1969","11","Tamil Nadu","Ramananthapuram","12.0","0.0","0.1","3.5","0.2","-1.0","15.8"
"91","1970","11","Tamil Nadu","Ramananthapuram","85.0","0.0","0.1","3.3","0.2","-1.0","88.6"
"91","1971","11","Tamil Nadu","Ramananthapuram","217.0","0.0","3.2","3.0","0.1","-1.0","223.3"
"91","1972","11","Tamil Nadu","Ramananthapuram","176.0","0.0","0.8","9.6","0.0","-1.0","186.4"
"91","1973","11","Tamil Nadu","Ramananthapuram","170.0","0.0","0.2","59.2","0.0","-1.0","229.4"
"91","1974","11","Tamil Nadu","Ramananthapuram","142.0","0.0","0.1","5.3","0.0","-1.0","147.4"
"91","1975","11","Tamil Nadu","Ramananthapuram","158.0","0.0","1.5","3.2","0.8","-1.0","163.5"
"91","1976","11","Tamil Nadu","Ramananthapuram","170.0","0.0","5.0","12.0","0.4","-1.0","187.4"
"91","1977","11","Tamil Nadu","Ramananthapuram","208.0","0.0","8.1","15.5","0.4","-1.0","232.0"
"91","1978","11","Tamil Nadu","Ramananthapuram","161.0","0.0","5.6","19.2","0.4","-1.0","186.2"
"91","1979","11","Tamil Nadu","Ramananthapuram","180.9","0.0","7.1","18.4","0.1","-1.0","206.5"
"91","1980","11","Tamil Nadu","Ramananthapuram","133.5","0.0","10.4","15.3","0.2","-1.0","159.4"
"91","1981","11","Tamil Nadu","Ramananthapuram","193.7","0.0","10.1","21.9","1.1","-1.0","226.8"
"91","1982","11","Tamil Nadu","Ramananthapuram","184.6","0.0","7.6","12.6","0.0","9.98","214.78"
"91","1983","11","Tamil Nadu","Ramananthapuram","228.0","0.0","9.2","35.2","0.3","-1.0","272.7"
"91","1984","11","Tamil Nadu","Ramananthapuram","236.6","0.0","8.8","38.9","0.3","7.94","292.54"
"91","1985","11","Tamil Nadu","Ramananthapuram","180.6","0.0","6.2","3.6","0.0","-1.0","190.4"
"91","1986","11","Tamil Nadu","Ramananthapuram","171.5","0.0","8.4","4.7","0.2","7.25","192.05"
"91","1987","11","Tamil Nadu","Ramananthapuram","186.8","0.0","10.1","9.4","0.0","-1.0","206.3"
"91","1988","11","Tamil Nadu","Ramananthapuram","145.9","0.0","5.8","6.9","0.0","3.88","162.48"
"91","1989","11","Tamil Nadu","Ramananthapuram","165.9","0.0","7.3","9.8","0.0","5.44","188.44"
"91","1990","11","Tamil Nadu","Ramananthapuram","175.55","0.0","8.21","10.6","0.0","7.41","201.77"
"91","1991","11","Tamil Nadu","Ramananthapuram","164.27","0.0","5.28","7.96","0.0","5.14","182.65"
"91","1992","11","Tamil Nadu","Ramananthapuram","182.36","0.0","4.27","7.26","0.0","3.66","197.55"
"91","1993","11","Tamil Nadu","Ramananthapuram","225.45","0.0","6.61","4.77","0.0","2.78","239.61"
"91","1994","11","Tamil Nadu","Ramananthapuram","202.74","0.0","5.45","7.57","0.0","2.01","217.77"
"91","1995","11","Tamil Nadu","Ramananthapuram","145.0","0.0","5.0","8.0","0.0","1.0","159.0"
"91","1996","11","Tamil Nadu","Ramananthapuram","160.0","0.0","7.0","10.0","0.0","2.0","179.0"
"91","1997","11","Tamil Nadu","Ramananthapuram","206.06","0.0","5.56","9.68","0.0","1.26","222.56"
"91","1998","11","Tamil Nadu","Ramananthapuram","209.6","0.0","7.2","8.6","0.0","1.3","226.7"
"91","1999","11","Tamil Nadu","Ramananthapuram","175.9","0.0","7.3","10.3","0.0","1.0","194.5"
"91","2000","11","Tamil Nadu","Ramananthapuram","162.8","0.0","9.1","8.2","0.0","0.8","180.9"
"91","2001","11","Tamil Nadu","Ramananthapuram","157.0","0.0","7.1","6.3","0.0","1.2","171.6"
"91","2002","11","Tamil Nadu","Ramananthapuram","168.3","0.0","6.3","6.1","0.0","1.2","181.9"
"91","2003","11","Tamil Nadu","Ramananthapuram","166.0","0.0","8.6","4.9","0.0","1.5","181.0"
"91","2004","11","Tamil Nadu","Ramananthapuram","206.89","0.0","11.68","5.65","0.0","1.27","225.47"
"91","2005","11","Tamil Nadu","Ramananthapuram","181.7","0.0","9.89","6.3","0.0","0.69","198.56"
"91","2006","11","Tamil Nadu","Ramananthapuram","115.76","0.0","7.19","4.41","0.0","0.35","127.71"
"91","2007","11","Tamil Nadu","Ramananthapuram","108.25","0.0","9.34","3.95","0.0","0.32","121.86"
"91","2008","11","Tamil Nadu","Ramananthapuram","130.31","0.0","11.12","3.14","0.0","0.0","145.0"
"91","2009","11","Tamil Nadu","Ramananthapuram","130.17","-1.0","9.52","3.34","-1.0","0.21","143.22"
"91","2010","11","Tamil Nadu","Ramananthapuram","245.9","-1.0","12.29","2.94","-1.0","0.56","261.67"
"92","1966","11","Tamil Nadu","Thirunelveli","10.0","0.0","3.0","3.0","0.0","-1.0","16.0"
"92","1967","11","Tamil Nadu","Thirunelveli","21.0","0.0","3.9","4.1","0.1","-1.0","29.1"
"92","1968","11","Tamil Nadu","Thirunelveli","25.0","0.0","5.0","9.2","0.8","-1.0","40.0"
"92","1969","11","Tamil Nadu","Thirunelveli","46.0","0.0","5.1","12.3","0.8","-1.0","64.2"
"92","1970","11","Tamil Nadu","Thirunelveli","102.0","0.0","0.2","4.9","0.8","-1.0","107.9"
"92","1971","11","Tamil Nadu","Thirunelveli","129.0","0.0","8.0","0.0","2.0","-1.0","139.0"
"92","1972","11","Tamil Nadu","Thirunelveli","137.0","0.0","6.8","56.0","1.2","-1.0","201.0"
"92","1973","11","Tamil Nadu","Thirunelveli","138.0","0.0","7.6","70.0","1.2","-1.0","216.8"
"92","1974","11","Tamil Nadu","Thirunelveli","90.0","0.0","2.1","3.8","0.9","-1.0","96.8"
"92","1975","11","Tamil Nadu","Thirunelveli","101.0","0.0","14.7","12.9","0.8","-1.0","129.4"
"92","1976","11","Tamil Nadu","Thirunelveli","88.0","0.0","18.4","2.0","0.4","-1.0","108.8"
"92","1977","11","Tamil Nadu","Thirunelveli","143.0","0.0","22.0","14.0","0.4","-1.0","179.4"
"92","1978","11","Tamil Nadu","Thirunelveli","120.0","0.0","13.2","15.4","0.0","-1.0","148.6"
"92","1979","11","Tamil Nadu","Thirunelveli","140.9","0.0","14.9","17.1","0.0","-1.0","172.9"
"92","1980","11","Tamil Nadu","Thirunelveli","130.6","0.0","18.0","17.4","0.0","-1.0","166.0"
"92","1981","11","Tamil Nadu","Thirunelveli","130.7","0.0","23.3","16.6","0.0","-1.0","170.6"
"92","1982","11","Tamil Nadu","Thirunelveli","109.0","0.0","16.7","38.5","0.0","0.81","165.01"
"92","1983","11","Tamil Nadu","Thirunelveli","111.7","0.0","29.3","11.8","0.1","-1.0","152.9"
"92","1984","11","Tamil Nadu","Thirunelveli","115.9","0.0","28.2","13.0","0.1","2.44","159.64"
"92","1985","11","Tamil Nadu","Thirunelveli","121.5","0.0","20.1","14.3","0.0","-1.0","155.9"
"92","1986","11","Tamil Nadu","Thirunelveli","75.7","0.0","15.2","32.1","0.4","3.4","126.8"
"92","1987","11","Tamil Nadu","Thirunelveli","108.3","0.0","16.9","32.5","0.0","-1.0","157.7"
"92","1988","11","Tamil Nadu","Thirunelveli","102.2","0.0","17.1","28.6","0.0","3.45","151.35"
"92","1989","11","Tamil Nadu","Thirunelveli","106.7","0.0","20.3","29.1","0.0","2.5","158.6"
"92","1990","11","Tamil Nadu","Thirunelveli","128.73","0.0","13.37","29.58","0.0","2.36","174.04"
"92","1991","11","Tamil Nadu","Thirunelveli","127.64","0.0","10.2","18.05","0.0","1.36","157.25"
"92","1992","11","Tamil Nadu","Thirunelveli","127.28","0.0","10.62","18.81","0.0","1.71","158.42"
"92","1993","11","Tamil Nadu","Thirunelveli","131.67","0.0","9.63","17.54","0.0","2.17","161.02"
"92","1994","11","Tamil Nadu","Thirunelveli","131.02","0.0","9.51","13.31","0.0","2.0","155.84"
"92","1995","11","Tamil Nadu","Thirunelveli","100.0","0.0","9.0","17.0","0.0","1.0","127.0"
"92","1996","11","Tamil Nadu","Thirunelveli","82.0","0.0","13.0","21.0","0.0","1.0","117.0"
"92","1997","11","Tamil Nadu","Thirunelveli","106.54","0.0","7.78","22.57","0.0","1.27","138.16"
"92","1998","11","Tamil Nadu","Thirunelveli","113.1","0.0","6.7","13.1","0.0","0.9","133.8"
"92","1999","11","Tamil Nadu","Thirunelveli","103.9","0.0","10.7","30.0","0.0","1.4","146.0"
"92","2000","11","Tamil Nadu","Thirunelveli","91.9","0.0","12.0","20.7","0.0","0.8","125.4"
"92","2001","11","Tamil Nadu","Thirunelveli","82.2","0.0","7.6","19.9","0.0","1.0","110.7"
"92","2002","11","Tamil Nadu","Thirunelveli","80.9","0.0","9.1","19.9","0.0","0.6","110.5"
"92","2003","11","Tamil Nadu","Thirunelveli","66.0","0.0","9.3","22.3","0.0","0.5","98.1"
"92","2004","11","Tamil Nadu","Thirunelveli","103.25","0.0","13.35","21.74","0.0","0.54","138.88"
"92","2005","11","Tamil Nadu","Thirunelveli","106.33","0.0","12.01","20.81","0.0","0.43","139.56"
"92","2006","11","Tamil Nadu","Thirunelveli","112.53","0.0","8.92","15.18","0.0","0.41","137.04"
"92","2007","11","Tamil Nadu","Thirunelveli","100.5","0.0","10.47","11.67","0.0","0.48","123.11"
"92","2008","11","Tamil Nadu","Thirunelveli","111.48","0.0","10.66","12.09","0.0","0.0","135.0"
"92","2009","11","Tamil Nadu","Thirunelveli","103.05","-1.0","10.54","13.0","-1.0","0.15","126.75"
"92","2010","11","Tamil Nadu","Thirunelveli","99.77","-1.0","10.82","9.55","-1.0","0.17","120.32"
"93","1966","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1967","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1968","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1969","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1970","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1971","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1972","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1973","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1974","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1975","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1976","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1977","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1978","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1979","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1980","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1981","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","1982","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","1983","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","-1.0","-1.0"
"93","1984","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.33","0.33"
"93","1985","11","Tamil Nadu","The Nilgiris","3.5","0.0","0.0","0.0","0.0","-1.0","3.5"
"93","1986","11","Tamil Nadu","The Nilgiris","2.9","0.4","0.0","0.0","0.0","0.0","3.3"
"93","1987","11","Tamil Nadu","The Nilgiris","0.1","0.0","0.0","0.0","0.0","-1.0","0.1"
"93","1988","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","1989","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","1990","11","Tamil Nadu","The Nilgiris","0.27","0.0","0.06","0.0","0.0","0.02","0.35"
"93","1991","11","Tamil Nadu","The Nilgiris","1.41","0.0","0.0","0.0","0.0","0.04","1.45"
"93","1992","11","Tamil Nadu","The Nilgiris","0.25","0.0","0.0","0.02","0.0","0.01","0.28"
"93","1993","11","Tamil Nadu","The Nilgiris","0.07","0.0","0.0","0.01","0.0","0.0","0.08"
"93","1994","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.01","0.0","0.01","0.02"
"93","1995","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"93","1996","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","-1.0"
"93","1997","11","Tamil Nadu","The Nilgiris","0.21","0.0","0.0","0.0","0.0","0.0","0.21"
"93","1998","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","1999","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","2000","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.1","0.1"
"93","2001","11","Tamil Nadu","The Nilgiris","0.1","0.0","0.0","0.0","0.0","0.0","0.1"
"93","2002","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","2003","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","2004","11","Tamil Nadu","The Nilgiris","0.01","0.0","0.0","0.0","0.0","0.0","0.01"
"93","2005","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"93","2006","11","Tamil Nadu","The Nilgiris","0.0","0.0","0.0","0.0","0.0","0.01","0.01"
"93","2007","11","Tamil Nadu","The Nilgiris","0.01","0.0","0.0","0.0","0.0","0.0","0.01"
"93","2008","11","Tamil Nadu","The Nilgiris","0.01","0.0","0.0","0.0","0.0","0.0","0.0"
"93","2009","11","Tamil Nadu","The Nilgiris","0.0","-1.0","0.0","0.0","-1.0","0.0","0.0"
"93","2010","11","Tamil Nadu","The Nilgiris","0.39","-1.0","0.0","0.0","-1.0","0.0","0.39"
"94","1966","11","Tamil Nadu","Kanyakumari","1.0","0.0","0.0","0.0","0.0","-1.0","1.0"
"94","1967","11","Tamil Nadu","Kanyakumari","4.0","0.0","0.0","0.0","0.0","-1.0","4.0"
"94","1968","11","Tamil Nadu","Kanyakumari","10.0","0.0","0.0","0.0","0.0","-1.0","10.0"
"94","1969","11","Tamil Nadu","Kanyakumari","11.0","0.0","0.0","0.0","0.0","-1.0","11.0"
"94","1970","11","Tamil Nadu","Kanyakumari","29.0","0.0","0.0","0.0","0.0","-1.0","29.0"
"94","1971","11","Tamil Nadu","Kanyakumari","37.0","0.0","0.0","0.0","0.0","-1.0","37.0"
"94","1972","11","Tamil Nadu","Kanyakumari","36.0","0.0","0.0","0.0","0.0","-1.0","36.0"
"94","1973","11","Tamil Nadu","Kanyakumari","38.0","0.0","0.0","0.0","0.0","-1.0","38.0"
"94","1974","11","Tamil Nadu","Kanyakumari","32.0","0.0","0.0","0.0","0.0","-1.0","32.0"
"94","1975","11","Tamil Nadu","Kanyakumari","22.0","0.0","0.0","0.0","0.0","-1.0","22.0"
"94","1976","11","Tamil Nadu","Kanyakumari","22.0","0.0","0.0","0.0","0.0","-1.0","22.0"
"94","1977","11","Tamil Nadu","Kanyakumari","22.0","0.0","0.0","0.0","0.0","-1.0","22.0"
"94","1978","11","Tamil Nadu","Kanyakumari","32.0","0.0","0.0","0.0","0.0","-1.0","32.0"
"94","1979","11","Tamil Nadu","Kanyakumari","31.8","0.0","0.0","0.0","0.0","-1.0","31.8"
"94","1980","11","Tamil Nadu","Kanyakumari","29.0","0.0","0.0","0.0","0.0","-1.0","29.0"
"94","1981","11","Tamil Nadu","Kanyakumari","30.3","0.0","0.0","0.0","0.0","-1.0","30.3"
"94","1982","11","Tamil Nadu","Kanyakumari","29.9","0.0","0.0","0.0","0.0","0.0","29.9"
"94","1983","11","Tamil Nadu","Kanyakumari","24.7","0.0","0.0","0.0","0.0","-1.0","24.7"
"94","1984","11","Tamil Nadu","Kanyakumari","25.6","0.0","0.0","0.0","0.0","0.0","25.6"
"94","1985","11","Tamil Nadu","Kanyakumari","18.0","0.0","0.0","0.0","0.0","-1.0","18.0"
"94","1986","11","Tamil Nadu","Kanyakumari","15.6","0.0","0.0","0.0","0.0","0.0","15.6"
"94","1987","11","Tamil Nadu","Kanyakumari","18.4","0.0","0.0","0.0","0.0","-1.0","18.4"
"94","1988","11","Tamil Nadu","Kanyakumari","28.5","0.0","0.0","0.0","0.0","0.0","28.5"
"94","1989","11","Tamil Nadu","Kanyakumari","28.2","0.0","0.0","0.0","0.0","0.0","28.2"
"94","1990","11","Tamil Nadu","Kanyakumari","26.64","0.0","0.0","0.0","0.0","0.0","26.64"
"94","1991","11","Tamil Nadu","Kanyakumari","27.7","0.0","0.0","0.0","0.0","0.0","27.7"
"94","1992","11","Tamil Nadu","Kanyakumari","28.52","0.0","0.0","0.0","0.0","0.0","28.52"
"94","1993","11","Tamil Nadu","Kanyakumari","29.69","0.0","0.0","0.0","0.0","0.0","29.69"
"94","1994","11","Tamil Nadu","Kanyakumari","29.06","0.0","0.0","0.0","0.0","0.0","29.06"
"94","1995","11","Tamil Nadu","Kanyakumari","31.0","0.0","0.0","0.0","0.0","0.0","31.0"
"94","1996","11","Tamil Nadu","Kanyakumari","32.0","0.0","0.0","0.0","0.0","0.0","32.0"
"94","1997","11","Tamil Nadu","Kanyakumari","29.29","0.0","0.0","0.0","0.0","0.0","29.29"
"94","1998","11","Tamil Nadu","Kanyakumari","29.7","0.0","0.0","0.0","0.0","0.0","29.7"
"94","1999","11","Tamil Nadu","Kanyakumari","30.4","0.0","0.0","0.0","0.0","0.0","30.4"
"94","2000","11","Tamil Nadu","Kanyakumari","28.0","0.0","0.0","0.0","0.0","0.0","28.0"
"94","2001","11","Tamil Nadu","Kanyakumari","27.7","0.0","0.0","0.0","0.0","0.0","27.7"
"94","2002","11","Tamil Nadu","Kanyakumari","25.6","0.0","0.0","0.0","0.0","0.0","25.6"
"94","2003","11","Tamil Nadu","Kanyakumari","17.3","0.0","0.0","0.0","0.0","0.0","17.3"
"94","2004","11","Tamil Nadu","Kanyakumari","21.96","0.0","0.0","0.0","0.0","0.0","21.96"
"94","2005","11","Tamil Nadu","Kanyakumari","21.71","0.0","0.0","0.0","0.0","0.0","21.71"
"94","2006","11","Tamil Nadu","Kanyakumari","21.41","0.0","0.0","0.0","0.0","0.0","21.41"
"94","2007","11","Tamil Nadu","Kanyakumari","20.35","0.0","0.0","0.0","0.0","0.0","20.35"
"94","2008","11","Tamil Nadu","Kanyakumari","18.19","0.0","0.0","0.0","0.0","0.0","18.0"
"94","2009","11","Tamil Nadu","Kanyakumari","17.31","-1.0","0.0","0.0","-1.0","0.0","17.31"
"94","2010","11","Tamil Nadu","Kanyakumari","16.99","-1.0","0.0","0.0","-1.0","0.0","16.99"